# {'integration_time_us': 10000, 'end_index': 998, 'start_index': 50}
4.807992929224802765e+02,2.396489999999999782e+03,1.381991316904704670e+00
4.815806036433611439e+02,2.396409999999999854e+03,1.503961435675795544e+00
4.823618415003898576e+02,2.396539999999999964e+03,1.681784766252804264e+00
4.831430064890532776e+02,2.396559999999999945e+03,1.306292463424634676e+00
4.839240986048383206e+02,2.396719999999999800e+03,1.517102501481030430e+00
4.847051178432319603e+02,2.396619999999999891e+03,1.454510226846136511e+00
4.854860641997211133e+02,2.396389999999999873e+03,1.392084767533931844e+00
4.862669376697929238e+02,2.396530000000000200e+03,1.486304141150121438e+00
4.870477382489339107e+02,2.396380000000000109e+03,1.468196172178636072e+00
4.878284659326312180e+02,2.396480000000000018e+03,1.539350512391508552e+00
4.886091207163717627e+02,2.396539999999999964e+03,1.472548810735997193e+00
4.893897025956425182e+02,2.396309999999999945e+03,1.324348896628075201e+00
4.901702115659304582e+02,2.396269999999999982e+03,1.406093880222796688e+00
4.909506476227223288e+02,2.396480000000000018e+03,1.558717421471897291e+00
4.917310107615052175e+02,2.396469999999999800e+03,1.459143584435746988e+00
4.925113009777659840e+02,2.396440000000000055e+03,1.458218090684654911e+00
4.932915182669916021e+02,2.396769999999999982e+03,1.561121391820636140e+00
4.940716626246689884e+02,2.396480000000000018e+03,1.374627222195166754e+00
4.948517340462852303e+02,2.396619999999999891e+03,1.405560386465127820e+00
4.956317325273270171e+02,2.396409999999999854e+03,1.414885154349991625e+00
4.964116580632813225e+02,2.396510000000000218e+03,1.276675369857192655e+00
4.971915106496351200e+02,2.396329999999999927e+03,1.386037517529738361e+00
4.979712902818753264e+02,2.396519999999999982e+03,1.486472334084963931e+00
4.987509969554889722e+02,2.396480000000000018e+03,1.506519166821318700e+00
4.995306306659628603e+02,2.396420000000000073e+03,1.320454467219525085e+00
5.003101914087840214e+02,2.396610000000000127e+03,1.462155942435690026e+00
5.010896791794392584e+02,2.396380000000000109e+03,1.405560386465127820e+00
5.018690939734156586e+02,2.396570000000000164e+03,1.524827859136892894e+00
5.026484357862001957e+02,2.396460000000000036e+03,1.551902058765307402e+00
5.034277046132795590e+02,2.396579999999999927e+03,1.464103821455295495e+00
5.042069004501407790e+02,2.396550000000000182e+03,1.614775526195514344e+00
5.049860232922708860e+02,2.396570000000000164e+03,1.650787690770681770e+00
5.057650731351566833e+02,2.396559999999999945e+03,1.430524379379813471e+00
5.065440499742852012e+02,2.396280000000000200e+03,1.378985134075055852e+00
5.073229538051433565e+02,2.396460000000000036e+03,1.532449020359241798e+00
5.081017846232180091e+02,2.396269999999999982e+03,1.384593803250614208e+00
5.088805424239961326e+02,2.396860000000000127e+03,1.400142849854971061e+00
5.096592272029647575e+02,2.396300000000000182e+03,1.330413469565007167e+00
5.104378389556105731e+02,2.396559999999999945e+03,1.336562755728289975e+00
5.112163776774208941e+02,2.396219999999999800e+03,1.375354499756335391e+00
5.119948433638822394e+02,2.396659999999999854e+03,1.415768342632367061e+00
5.127732360104818099e+02,2.396329999999999927e+03,1.476854766048442569e+00
5.135515556127063519e+02,2.396329999999999927e+03,1.655626769534727982e+00
5.143298021660430095e+02,2.396500000000000000e+03,1.417744687875782450e+00
5.151079756659786426e+02,2.396750000000000000e+03,1.525614630239235714e+00
5.158860761079999975e+02,2.396679999999999836e+03,1.441388219738179766e+00
5.166641034875942751e+02,2.396650000000000091e+03,1.492481155659930003e+00
5.174420578002482216e+02,2.396590000000000146e+03,1.386326079968201341e+00
5.182199390414486970e+02,2.396449999999999818e+03,1.351850583459577759e+00
5.189977472066831297e+02,2.396739999999999782e+03,1.432619977523697630e+00
5.197754822914378110e+02,2.396519999999999982e+03,1.763405795612569715e+00
5.205531442912000557e+02,2.396530000000000200e+03,1.396101715492105377e+00
5.213307332014566100e+02,2.396449999999999818e+03,1.538668255342912072e+00
5.221082490176944475e+02,2.396400000000000091e+03,1.421267040355189692e+00
5.228856917354006555e+02,2.396610000000000127e+03,1.509271347372632022e+00
5.236630613500619802e+02,2.396230000000000018e+03,1.528757665557232803e+00
5.244403578571653952e+02,2.396380000000000109e+03,1.474991525399383274e+00
5.252175812521979879e+02,2.396489999999999782e+03,1.513241553751415891e+00
5.259947315306465043e+02,2.396579999999999927e+03,1.497865147468222524e+00
5.267718086879979182e+02,2.396570000000000164e+03,1.739281460833754789e+00
5.275488127197393169e+02,2.396570000000000164e+03,1.464615990626894515e+00
5.283257436213573328e+02,2.396730000000000018e+03,1.475499915282952657e+00
5.291026013883391670e+02,2.396650000000000091e+03,1.472243186433545903e+00
5.298793860161715656e+02,2.396579999999999927e+03,1.524335920983298287e+00
5.306560975003416161e+02,2.396500000000000000e+03,1.506651917331936374e+00
5.314327358363360645e+02,2.396639999999999873e+03,1.338058294694218553e+00
5.322093010196419982e+02,2.396630000000000109e+03,1.277928010491983679e+00
5.329857930457461634e+02,2.396480000000000018e+03,1.389100428334827164e+00
5.337622119101358749e+02,2.396590000000000146e+03,1.428950663948899136e+00
5.345385576082976513e+02,2.396510000000000218e+03,1.431747184386964244e+00
5.353148301357188075e+02,2.396159999999999854e+03,1.278436545159750803e+00
5.360910294878859759e+02,2.396360000000000127e+03,1.558974021592406167e+00
5.368671556602861301e+02,2.396539999999999964e+03,1.545444919756119972e+00
5.376432086484061301e+02,2.396349999999999909e+03,1.366565036871644878e+00
5.384191884477331769e+02,2.396500000000000000e+03,1.500000000000000000e+00
5.391950950537540166e+02,2.396639999999999873e+03,1.382172203453679860e+00
5.399709284619556229e+02,2.396590000000000146e+03,1.470340096712321687e+00
5.407466886678249693e+02,2.396539999999999964e+03,1.260317420335051786e+00
5.415223756668488022e+02,2.396690000000000055e+03,1.324348896628075201e+00
5.422979894545143225e+02,2.396550000000000182e+03,1.505822034637559925e+00
5.430735300263082763e+02,2.396409999999999854e+03,1.581739548724757416e+00
5.438489973777177511e+02,2.396719999999999800e+03,1.456571316482649703e+00
5.446243915042294930e+02,2.396570000000000164e+03,1.408935768585637183e+00
5.453997124013304756e+02,2.396719999999999800e+03,1.304453908729626077e+00
5.461749600645076725e+02,2.396590000000000146e+03,1.386326079968201341e+00
5.469501344892480574e+02,2.396460000000000036e+03,1.438193311067743618e+00
5.477252356710384902e+02,2.396289999999999964e+03,1.343837787830063801e+00
5.485002636053659444e+02,2.396659999999999854e+03,1.518025032731673996e+00
5.492752182877172800e+02,2.396530000000000200e+03,1.545671375163556460e+00
5.500500997135795842e+02,2.396570000000000164e+03,1.450896274721249490e+00
5.508249078784397170e+02,2.396610000000000127e+03,1.399249798999449679e+00
5.515996427777846520e+02,2.396579999999999927e+03,1.588584275384847144e+00
5.523743044071012491e+02,2.396719999999999800e+03,1.442775103749714738e+00
5.531488927618762546e+02,2.396539999999999964e+03,1.438193311067743618e+00
5.539234078375968693e+02,2.396469999999999800e+03,1.359816164045713816e+00
5.546978496297499532e+02,2.396599999999999909e+03,1.326649916142160102e+00
5.554722181338225937e+02,2.396400000000000091e+03,1.407124727947029141e+00
5.562465133453014232e+02,2.396559999999999945e+03,1.329059818066892218e+00
5.570207352596735291e+02,2.396610000000000127e+03,1.642528538564855589e+00
5.577948838724257712e+02,2.396409999999999854e+03,1.685793581670068875e+00
5.585689591790452369e+02,2.396590000000000146e+03,1.449793088685416231e+00
5.593429611750186723e+02,2.396510000000000218e+03,1.352737964278373894e+00
5.601168898558332785e+02,2.396500000000000000e+03,1.330413469565007167e+00
5.608907452169756880e+02,2.396460000000000036e+03,1.352183419510829543e+00
5.616645272539329881e+02,2.396510000000000218e+03,1.396388198174132178e+00
5.624382359621920386e+02,2.396440000000000055e+03,1.564097183681372405e+00
5.632118713372398133e+02,2.396670000000000073e+03,1.304262243569137558e+00
5.639854333745632857e+02,2.396500000000000000e+03,1.486606874731850603e+00
5.647589220696492021e+02,2.396400000000000091e+03,1.509966887054150053e+00
5.655323374179848770e+02,2.396239999999999782e+03,1.530490117576719156e+00
5.663056794150567157e+02,2.396809999999999945e+03,1.572863630452430828e+00
5.670789480563521465e+02,2.396500000000000000e+03,1.382027496108525266e+00
5.678521433373578020e+02,2.396769999999999982e+03,1.522202351857334435e+00
5.686252652535607695e+02,2.396420000000000073e+03,1.379710114480574568e+00
5.693983138004477951e+02,2.396630000000000109e+03,1.277928010491983679e+00
5.701712889735059662e+02,2.396380000000000109e+03,1.488489166907169370e+00
5.709441907682222563e+02,2.396570000000000164e+03,1.595336955003550328e+00
5.717170191800835255e+02,2.396460000000000036e+03,1.381448515146329825e+00
5.724897742045766336e+02,2.396579999999999927e+03,1.563201842373530326e+00
5.732624558371885541e+02,2.396599999999999909e+03,1.378404875209022107e+00
5.740350640734062608e+02,2.396550000000000182e+03,1.314343942809491628e+00
5.748075989087167272e+02,2.396579999999999927e+03,1.357792325799494382e+00
5.755800603386066996e+02,2.396579999999999927e+03,1.379710114480574568e+00
5.763524483585633789e+02,2.396519999999999982e+03,1.345213737664018971e+00
5.771247629640736250e+02,2.396710000000000036e+03,1.601842688905499079e+00
5.778970041506239568e+02,2.396710000000000036e+03,1.471699697628561454e+00
5.786691719137020300e+02,2.396639999999999873e+03,1.367625679782300763e+00
5.794412662487941361e+02,2.396710000000000036e+03,1.416297991243368193e+00
5.802132871513875898e+02,2.396519999999999982e+03,1.228657804272613729e+00
5.809852346169691373e+02,2.396510000000000218e+03,1.493284969454925948e+00
5.817571086410257521e+02,2.396679999999999836e+03,1.325745073534124074e+00
5.825289092190444080e+02,2.396309999999999945e+03,1.527710705598412710e+00
5.833006363465120785e+02,2.396500000000000000e+03,1.337908816025965120e+00
5.840722900189155098e+02,2.396500000000000000e+03,1.519868415357066294e+00
5.848438702317419029e+02,2.396670000000000073e+03,1.334578585172113474e+00
5.856153769804780040e+02,2.396409999999999854e+03,1.477125587077821933e+00
5.863868102606107868e+02,2.396690000000000055e+03,1.453925720248459008e+00
5.871581700676272249e+02,2.396469999999999800e+03,1.367150320923050444e+00
5.879294563970141780e+02,2.396480000000000018e+03,1.345213737664018971e+00
5.887006692442585063e+02,2.396510000000000218e+03,1.374736338357286591e+00
5.894718086048472969e+02,2.396260000000000218e+03,1.566014048468276076e+00
5.902428744742674098e+02,2.396699999999999818e+03,1.500000000000000222e+00
5.910138668480057049e+02,2.396519999999999982e+03,1.545833108715167992e+00
5.917847857215493832e+02,2.396590000000000146e+03,1.619228211216689584e+00
5.925556310903851909e+02,2.396400000000000091e+03,1.600000000000000089e+00
5.933264029500001016e+02,2.396590000000000146e+03,1.536847422485394299e+00
5.940971012958808615e+02,2.396559999999999945e+03,1.458218090684654911e+00
5.948677261235146716e+02,2.396539999999999964e+03,1.445129751960009923e+00
5.956382774283881645e+02,2.396590000000000146e+03,1.296880873480675378e+00
5.964087552059886548e+02,2.396639999999999873e+03,1.652392205258787605e+00
5.971791594518027750e+02,2.396969999999999800e+03,1.552127572076470674e+00
5.979494901613174989e+02,2.396500000000000000e+03,1.486606874731850603e+00
5.987197473300199135e+02,2.396369999999999891e+03,1.439826378422064845e+00
5.994899309533967653e+02,2.396530000000000200e+03,1.571337010319555638e+00
6.002600410269352551e+02,2.396389999999999873e+03,1.340857934309224397e+00
6.010300775461221292e+02,2.396639999999999873e+03,1.382172203453679638e+00
6.018000405064442475e+02,2.396570000000000164e+03,1.524827859136892894e+00
6.025699299033884699e+02,2.396570000000000164e+03,1.430069928360148346e+00
6.033397457324419975e+02,2.396809999999999945e+03,1.566492898164559389e+00
6.041094879890916900e+02,2.396480000000000018e+03,1.367333170810977050e+00
6.048791566688242938e+02,2.396719999999999800e+03,1.357055636294989709e+00
6.056487517671270098e+02,2.396750000000000000e+03,1.505822034637559703e+00
6.064182732794864705e+02,2.396550000000000182e+03,1.458595214581482669e+00
6.071877212013899907e+02,2.396550000000000182e+03,1.519045753096331275e+00
6.079570955283240892e+02,2.396239999999999782e+03,1.588206535687345600e+00
6.087263962557760806e+02,2.396710000000000036e+03,1.402105559506843901e+00
6.094956233792325975e+02,2.396510000000000218e+03,1.403531260784739221e+00
6.102647768941807271e+02,2.396599999999999909e+03,1.516575088810310223e+00
6.110338567961073295e+02,2.396559999999999945e+03,1.485395570210171545e+00
6.118028630804993782e+02,2.396460000000000036e+03,1.465742132846020063e+00
6.125717957428437330e+02,2.396730000000000018e+03,1.413187885597665394e+00
6.133406547786274814e+02,2.396360000000000127e+03,1.473227748856231756e+00
6.141094401833374832e+02,2.396710000000000036e+03,1.444264518708397782e+00
6.148781519524605983e+02,2.396889999999999873e+03,1.363048054912225249e+00
6.156467900814836867e+02,2.396690000000000055e+03,1.331878372825386903e+00
6.164153545658939493e+02,2.396420000000000073e+03,1.470918080655751359e+00
6.171838454011782460e+02,2.396489999999999782e+03,1.403531260784739221e+00
6.179522625828233231e+02,2.396550000000000182e+03,1.499166435056495050e+00
6.187206061063162679e+02,2.396550000000000182e+03,1.519045753096331497e+00
6.194888759671439402e+02,2.396750000000000000e+03,1.267872233310596508e+00
6.202570721607933137e+02,2.396380000000000109e+03,1.468196172178636072e+00
6.210251946827512484e+02,2.396650000000000091e+03,1.570827807240501084e+00
6.217932435285047177e+02,2.396539999999999964e+03,1.359558751948587219e+00
6.225612186935408090e+02,2.396719999999999800e+03,1.342236938845001282e+00
6.233291201733461548e+02,2.396719999999999800e+03,1.378985134075055852e+00
6.240969479634079562e+02,2.396369999999999891e+03,1.361286156544611048e+00
6.248647020592130730e+02,2.396530000000000200e+03,1.539188097667078425e+00
6.256323824562483651e+02,2.396460000000000036e+03,1.545444919756119972e+00
6.263999891500008061e+02,2.396730000000000018e+03,1.391797399049157669e+00
6.271675221359573698e+02,2.396440000000000055e+03,1.251559027772961352e+00
6.279349814096048021e+02,2.396619999999999891e+03,1.231097071720991254e+00
6.287023669664301906e+02,2.396570000000000164e+03,1.437045580348793150e+00
6.294696788019205087e+02,2.396480000000000018e+03,1.396280774056565033e+00
6.302369169115626164e+02,2.396559999999999945e+03,1.518683640525570588e+00
6.310040812908434873e+02,2.396510000000000218e+03,1.292246106591155463e+00
6.317711719352499813e+02,2.396340000000000146e+03,1.394417441084268461e+00
6.325381888402690720e+02,2.396369999999999891e+03,1.254232833249073975e+00
6.333051320013878467e+02,2.396510000000000218e+03,1.473058043662909933e+00
6.340720014140929379e+02,2.396559999999999945e+03,1.471869559437928077e+00
6.348387970738714330e+02,2.396619999999999891e+03,1.419718281913703972e+00
6.356055189762103055e+02,2.396380000000000109e+03,1.454510226846136511e+00
6.363721671165964153e+02,2.396710000000000036e+03,1.505290669605043430e+00
6.371387414905167361e+02,2.396670000000000073e+03,1.555988431833604579e+00
6.379052420934581278e+02,2.396489999999999782e+03,1.513241553751416113e+00
6.386716689209075639e+02,2.396739999999999782e+03,1.546738504078824628e+00
6.394380219683520181e+02,2.396530000000000200e+03,1.381701849170073215e+00
6.402043012312783503e+02,2.396710000000000036e+03,1.365979502042398819e+00
6.409705067051735341e+02,2.396519999999999982e+03,1.493184516394407524e+00
6.417366383855247705e+02,2.396300000000000182e+03,1.322875655532295580e+00
6.425026962678184645e+02,2.396469999999999800e+03,1.367150320923050444e+00
6.432686803475418174e+02,2.396750000000000000e+03,1.699264546796642961e+00
6.440345906201816888e+02,2.396630000000000109e+03,1.453650576995723309e+00
6.448004270812251661e+02,2.396449999999999818e+03,1.444818327679989078e+00
6.455661897261591093e+02,2.396300000000000182e+03,1.506651917331936597e+00
6.463318785504703783e+02,2.396679999999999836e+03,1.355581056226443426e+00
6.470974935496459466e+02,2.396539999999999964e+03,1.583792915756349506e+00
6.478630347191727878e+02,2.396380000000000109e+03,1.181355154049788414e+00
6.486285020545377620e+02,2.396550000000000182e+03,1.583508762211311760e+00
6.493938955512280700e+02,2.396400000000000091e+03,1.349073756323204254e+00
6.501592152047302307e+02,2.396510000000000218e+03,1.493284969454925948e+00
6.509244610105313313e+02,2.396530000000000200e+03,1.396101715492105377e+00
6.516896329641182319e+02,2.396670000000000073e+03,1.483610461003830761e+00
6.524547310609781334e+02,2.396550000000000182e+03,1.519045753096331275e+00
6.532197552965977820e+02,2.396550000000000182e+03,1.235920709430827769e+00
6.539847056664641514e+02,2.396630000000000109e+03,1.572609296678612267e+00
6.547495821660639876e+02,2.396659999999999854e+03,1.491442255000172468e+00
6.555143847908844918e+02,2.396579999999999927e+03,1.443468046061290533e+00
6.562791135364124102e+02,2.396429999999999836e+03,1.394668419374296864e+00
6.570437683981349437e+02,2.396639999999999873e+03,1.506784656146989088e+00
6.578083493715388386e+02,2.396329999999999927e+03,1.470068025636909192e+00
6.585728564521108410e+02,2.396579999999999927e+03,1.563201842373530548e+00
6.593372896353380384e+02,2.396389999999999873e+03,1.348295219898075770e+00
6.601016489167075179e+02,2.396500000000000000e+03,1.445683229480096088e+00
6.608659342917060258e+02,2.396320000000000164e+03,1.406271666499755657e+00
6.616301457558205357e+02,2.396400000000000091e+03,1.428285685708570174e+00
6.623942833045380212e+02,2.396650000000000091e+03,1.525614630239235714e+00
6.631583469333453422e+02,2.396510000000000218e+03,1.389208407691228775e+00
6.639223366377294724e+02,2.396670000000000073e+03,1.483610461003830983e+00
6.646862524131774990e+02,2.396460000000000036e+03,1.445129751960009923e+00
6.654500942551760545e+02,2.396760000000000218e+03,1.588206535687345378e+00
6.662138621592123400e+02,2.396590000000000146e+03,1.357166165213382847e+00
6.669775561207731016e+02,2.396760000000000218e+03,1.543502510525978977e+00
6.677411761353453130e+02,2.396440000000000055e+03,1.387948125831798052e+00
6.685047221984159478e+02,2.396690000000000055e+03,1.467617116280673706e+00
6.692681943054717522e+02,2.396320000000000164e+03,1.420422472365176159e+00
6.700315924520000408e+02,2.396519999999999982e+03,1.479729705047513111e+00
6.707949166334874462e+02,2.396539999999999964e+03,1.519341962824696024e+00
6.715581668454210558e+02,2.396739999999999782e+03,1.331315139251409541e+00
6.723213430832875019e+02,2.396619999999999891e+03,1.521709564930180614e+00
6.730844453425742131e+02,2.396429999999999836e+03,1.350962619764144224e+00
6.738474736187678218e+02,2.396489999999999782e+03,1.424745591324991567e+00
6.746104279073551879e+02,2.396360000000000127e+03,1.526564770980910701e+00
6.753733082038233988e+02,2.396650000000000091e+03,1.558043645088288409e+00
6.761361145036593143e+02,2.396480000000000018e+03,1.431642413453862561e+00
6.768988468023497944e+02,2.396619999999999891e+03,1.347442021016117542e+00
6.776615050953820401e+02,2.396519999999999982e+03,1.602997192761110412e+00
6.784240893782426838e+02,2.396480000000000018e+03,1.410531814600436640e+00
6.791865996464188129e+02,2.396820000000000164e+03,1.337011593068661686e+00
6.799490358953974010e+02,2.396539999999999964e+03,1.431223253025187381e+00
6.807113981206650806e+02,2.396670000000000073e+03,1.428670710835775459e+00
6.814736863177092800e+02,2.396469999999999800e+03,1.367150320923050444e+00
6.822359004820166319e+02,2.396500000000000000e+03,1.486606874731850603e+00
6.829980406090738825e+02,2.396510000000000218e+03,1.403531260784739221e+00
6.837601066943683463e+02,2.396599999999999909e+03,1.264911064067351765e+00
6.845220987333867697e+02,2.396559999999999945e+03,1.570477634352046570e+00
6.852840167216160125e+02,2.396650000000000091e+03,1.485765795810362722e+00
6.860458606545431621e+02,2.396340000000000146e+03,1.436802004452944592e+00
6.868076305276550784e+02,2.396610000000000127e+03,1.370364914904055764e+00
6.875693263364387349e+02,2.396619999999999891e+03,1.440694277076160157e+00
6.883309480763808779e+02,2.396250000000000000e+03,1.614775526195514344e+00
6.890924957429688220e+02,2.396690000000000055e+03,1.560096150883015342e+00
6.898539693316891999e+02,2.396360000000000127e+03,1.389388354636672540e+00
6.906153688380289850e+02,2.396789999999999964e+03,1.471699697628561676e+00
6.913766942574749237e+02,2.396510000000000218e+03,1.322837858545029777e+00
6.921379455855144442e+02,2.396969999999999800e+03,1.627605603332699102e+00
6.928991228176340655e+02,2.396599999999999909e+03,1.356465996625053849e+00
6.936602259493208749e+02,2.396440000000000055e+03,1.478648031141962083e+00
6.944212549760617321e+02,2.396619999999999891e+03,1.286701208517346373e+00
6.951822098933436109e+02,2.396369999999999891e+03,1.368612436009551736e+00
6.959430906966534849e+02,2.396590000000000146e+03,1.523778199082792995e+00
6.967038973814782139e+02,2.396519999999999982e+03,1.506519166821318700e+00
6.974646299433048853e+02,2.396710000000000036e+03,1.387767992137014073e+00
6.982252883776201315e+02,2.396610000000000127e+03,1.406378327478065238e+00
6.989858726799111537e+02,2.396719999999999800e+03,1.334765897077086594e+00
6.997463828456649253e+02,2.396639999999999873e+03,1.539610340313418479e+00
7.005068188703680789e+02,2.396510000000000218e+03,1.352737964278374116e+00
7.012671807495077019e+02,2.396809999999999945e+03,1.390647331281371413e+00
7.020274684785707677e+02,2.396280000000000200e+03,1.357055636294989709e+00
7.027876820530441364e+02,2.396789999999999964e+03,1.458046638485888558e+00
7.035478214684148952e+02,2.396590000000000146e+03,1.273538377906217489e+00
7.043078867201696767e+02,2.396820000000000164e+03,1.409822683886168715e+00
7.050678778037956818e+02,2.396429999999999836e+03,1.484957911861477742e+00
7.058277947147798841e+02,2.396610000000000127e+03,1.325858212630596666e+00
7.065876374486090299e+02,2.396360000000000127e+03,1.459588983241515203e+00
7.073474060007699791e+02,2.396619999999999891e+03,1.231097071720991254e+00
7.081071003667500463e+02,2.396780000000000200e+03,1.493854075872204978e+00
7.088667205420357504e+02,2.396239999999999782e+03,1.386506400994961030e+00
7.096262665221142925e+02,2.396789999999999964e+03,1.394955196413131926e+00
7.103857383024723049e+02,2.396329999999999927e+03,1.463249807790863777e+00
7.111451358785971024e+02,2.396699999999999818e+03,1.307669683062202326e+00
7.119044592459753176e+02,2.396320000000000164e+03,1.528921188289311450e+00
7.126637084000939240e+02,2.396659999999999854e+03,1.350703520392243506e+00
7.134228833364400089e+02,2.396500000000000000e+03,1.431782106327635251e+00
7.141819840505004322e+02,2.396639999999999873e+03,1.473227748856231756e+00
7.149410105377621676e+02,2.396699999999999818e+03,1.532970971675589267e+00
7.156999627937120749e+02,2.396630000000000109e+03,1.467344540317644386e+00
7.164588408138370141e+02,2.396579999999999927e+03,1.282029640842987650e+00
7.172176445936240725e+02,2.396449999999999818e+03,1.359227721906818953e+00
7.179763741285599963e+02,2.396570000000000164e+03,1.484957911861477520e+00
7.187350294141319864e+02,2.396190000000000055e+03,1.501299437154360650e+00
7.194936104458267891e+02,2.396500000000000000e+03,1.410673597966588533e+00
7.202521172191312644e+02,2.396369999999999891e+03,1.514298517466090566e+00
7.210105497295326131e+02,2.396550000000000182e+03,1.499166435056495050e+00
7.217689079725175816e+02,2.396329999999999927e+03,1.510331089529709736e+00
7.225271919435730297e+02,2.396440000000000055e+03,1.492112596287559212e+00
7.232854016381859310e+02,2.396699999999999818e+03,1.244989959798873391e+00
